Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Breakdown,Major_Cause
300.45369595443753,301.0768280713956,1864.912505064092,77.0318631551722,250.83531096217462,M,1,Tool Wear Failure
300.060651787488,300.2770236665225,1188.8743211527149,56.039063992901355,246.41650887020828,M,1,Overstrain Failure
311.931807158671,312.20770125612495,1435.6810285525494,64.61563497059359,252.99785033636496,M,0,No Failure
305.9985572311106,306.51843063552263,2775.9926678808633,50.37596356971217,145.52839799386206,M,0,No Failure
308.07867509030814,308.5475159911114,1256.4919772227238,58.04624188257988,100.0885187510597,L,0,No Failure
311.831706777444,312.0049703267762,1897.9986762124408,24.255932968026407,237.467460777411,M,0,No Failure
315.60021367270264,316.09515106239576,2112.6803217726147,35.26349485051082,135.38823390877647,L,0,No Failure
293.5198062740614,293.9352407901316,2264.4369469793874,41.711185592308325,55.032658921030354,M,0,No Failure
295.02331810559775,295.31758838441,2007.3676302764454,48.349601300390816,256.4922058684423,L,1,Tool Wear Failure
283.75927759363475,283.90298016752166,1017.5875253545306,22.738924730143026,264.7679630317042,L,1,Tool Wear Failure
303.13120563984694,303.3245243085286,1587.6303548391854,28.40144585319906,139.89292684205103,M,0,No Failure
281.4376909518697,281.81962284277586,1931.8809580924806,36.60885846747834,22.70991819293624,M,0,No Failure
298.6239207252984,299.22452316332175,1158.1596984607,78.29196145406304,116.34782697507937,H,1,Overstrain Failure
301.70578538830307,301.86555911458044,1631.1284761765255,39.88082042618305,241.061297838781,M,0,No Failure
291.4616500851314,291.59975915303545,1059.7655958244598,48.92246348672495,270.5322085638686,M,1,Power Failure
303.6333304227604,303.8308856875403,1141.4412948790373,31.765862764303577,61.04182274927875,H,0,No Failure
281.220009997562,281.5589827491834,1714.461897162873,56.6468042645461,20.092083607581458,M,0,No Failure
281.4939275499686,281.6333596943261,1238.8883572775087,36.84099293095846,263.2051359398516,L,0,No Failure
312.90402242638635,313.0618303543659,2021.5735268708047,32.419554706305604,116.82148169366259,M,1,Overstrain Failure
294.40762565645053,294.6738612246175,2241.0369444470784,50.99435770675875,162.52828928026898,H,0,No Failure
285.0824205060754,285.3647846066312,2441.0560583963493,20.33034794962525,290.4197436152277,M,1,Overstrain Failure
300.8897304021922,300.96855569161596,1360.2704396406582,20.45984195895352,19.969418374266855,L,0,No Failure
310.79974212394444,310.9860976562435,1301.4686480663256,33.14412854611147,194.49540223562866,L,0,No Failure
288.6328410998737,288.76309219674096,1188.2221126019203,22.203281750049268,22.23162677246012,L,0,No Failure
304.91561903276,305.15109765050136,2145.5744491785463,26.48154524784148,112.64067853995012,M,0,No Failure
283.4138985997507,283.6294937437841,2271.6563076764223,40.331638960325094,241.14436355803403,M,0,No Failure
282.0672688467443,282.4799954028305,1056.8550606861556,68.15514077478878,130.0416698266903,L,0,No Failure
301.2541852627259,301.5866272025701,2685.1820432386417,54.32291860215805,299.1547061708851,H,1,Tool Wear Failure
301.62540486440423,301.93810896421985,1093.5483105726503,50.76006355738498,167.71778548398066,M,0,No Failure
305.4971960599283,305.9590600493232,1974.3334035419268,37.6093293924873,96.34864579078605,M,0,No Failure
309.04365334890645,309.76320499284543,2276.3089350116497,75.90522316596898,66.03339777142594,H,0,No Failure
319.03408317850136,319.554262411557,2567.744422742954,43.8209024742315,105.15616028584854,L,0,No Failure
300.6520139320478,300.903453739331,2285.3564778383698,25.225566007746288,111.75998212786524,M,0,No Failure
292.91825891764984,293.4712987004986,2443.110549525625,57.02399096706807,20.61410331718829,M,0,No Failure
311.80744779074814,312.0751705354671,1611.0103465770508,26.830303608596083,110.87225982803194,H,0,No Failure
290.83329005048296,291.4582396866058,2466.6852047437224,40.71338856810152,139.2715559217675,M,0,No Failure
297.55885682822543,297.7742257487218,1144.2067234924152,50.44471632306853,216.8213256716414,L,0,No Failure
283.13825525369066,284.07985096638447,2610.6699809089496,72.45335148111054,197.01884541648238,H,1,Power Failure
281.0140297366183,281.6415789277036,1985.6662770767252,49.61279482040712,212.62969656874628,L,1,Power Failure
318.505936587117,319.5081341802129,2471.1359859324884,62.13552596189986,2.5091045630571296,H,0,No Failure
313.4392048204882,314.08940659771196,1814.1729121329404,79.56901033994421,65.30021987416082,H,0,No Failure
307.8389682437479,308.09502918413204,2158.439851353745,27.889347193878898,198.50528651995694,L,1,Other
296.3581177765708,296.60512129327265,1947.5247896850037,36.48389153117117,145.19681045392414,M,0,No Failure
286.93177280283385,287.5907914777278,2316.8611391595973,43.674564535858785,1.5940427005037838,L,0,No Failure
286.25748170684346,286.40661239670027,1146.9339676550612,45.30969071232988,241.3483927295467,M,1,Overstrain Failure
290.0097159265838,290.2484015776163,1108.6337511830147,44.66126451593274,231.8428719871012,M,0,No Failure
301.9690665882448,302.344879111735,1444.7858212182637,74.4566601533933,164.5257488980688,M,0,No Failure
308.58383690800247,308.86514563162285,1287.180424203739,62.84195866801139,19.938997732881635,H,0,No Failure
306.40789506870925,306.9940819789104,2569.210419865963,56.47431284544223,229.9545148597754,M,1,Tool Wear Failure
291.1973558778377,291.55718996626604,1394.5851772444798,38.562363071766924,175.11407631940918,M,0,No Failure
318.19461122652774,318.66876225207875,2756.557460474436,69.42742305327768,234.58799314738775,H,1,Tool Wear Failure
309.51587666783075,310.11380057255263,1606.4124251879923,77.30363068909934,225.52409771875213,H,1,Overstrain Failure
302.17416210045604,302.41338098331136,1327.8122482396586,69.2718969530136,240.90062158735114,L,1,Random Failures
304.46882984937406,304.611002691236,2421.4573128564625,20.093906311488375,155.40241992138743,H,0,No Failure
296.7840024971116,297.31742021145993,2185.6739959015767,58.18408221100442,42.097355458054494,L,0,No Failure
289.9092395800463,290.1066154410955,1896.7522896156502,23.068122886526044,201.3472420139066,H,0,No Failure
294.23890714605045,294.4790805676533,1999.6543916877363,35.456433220023314,186.14213551559118,L,0,No Failure
310.3138444185748,310.5109832970093,2294.5632008900748,23.571482020866302,222.67595615972616,L,1,Power Failure
280.57573954519023,280.7836663513242,1411.2185343963376,56.22772717696326,50.964301815220594,M,0,No Failure
284.6429056202766,285.255874479431,2793.4010489021357,61.195394809556404,58.492559970086766,M,0,No Failure
281.8401056808701,282.32469065352353,2754.6276918642097,26.86925828395431,267.12285516579857,M,1,Tool Wear Failure
281.62915209275883,282.2315502364735,2170.5862354244864,43.030332982698766,224.99333953562123,L,1,Random Failures
314.2184233604403,314.4584131588202,1359.1764116724612,47.374190537332524,272.4685466100969,M,0,No Failure
308.146314375201,308.5944655484434,2224.4108363763244,42.14318130565499,227.61459634917622,H,0,No Failure
298.96695316349303,299.16079975573064,1129.9571361625165,27.26150002911158,179.14659179709057,M,0,No Failure
283.91336642604006,284.0209921155118,1055.1745039704508,45.136867411248524,196.2398211083621,L,0,No Failure
299.6646350046733,300.22198192713375,1463.8291993201847,65.07068286850509,266.738377182003,M,0,No Failure
298.93887083122263,299.22636353662506,1832.7213221307693,24.26045987199533,173.64202635358217,L,0,No Failure
286.9280747964006,287.09593571563585,2562.890509735085,24.810800844914205,189.71739729851623,H,1,Power Failure
297.3540659695189,297.63555349154774,2308.9043255793545,41.28627751015905,46.943014801080174,H,1,Tool Wear Failure
295.94018937589493,297.1060407810893,2336.871738159966,76.5035426971355,142.1763660348308,M,0,No Failure
304.63400392208865,305.1257017227687,1765.8880020065358,60.11435880337484,214.91913358742968,M,0,No Failure
305.40374603470576,305.62992284181064,1622.6829865845334,60.72019740035389,81.28280949490963,M,0,No Failure
281.8121603908818,282.04748467871445,1667.8697733722847,41.715199450271896,60.676254157360475,M,1,Other
294.98450458505886,295.6397050985203,2777.769214724904,55.619647472512305,94.14804246732467,H,0,No Failure
305.0343966285694,305.1520669109581,1072.1965445424685,20.607871041664602,72.45018839785004,M,0,No Failure
300.1254503432035,300.945405928052,2560.656693020407,58.165762784572536,64.47379111091875,M,0,No Failure
314.2595936475329,315.2790650516337,2041.6157354303082,74.7972168545742,127.45525286042609,M,0,No Failure
306.3477452647578,306.7048058428375,1789.5077545412628,56.75440810068915,272.35155416506024,M,0,No Failure
286.5173770832572,287.2912501432898,2305.4637887472454,72.42191560798071,152.11789402161548,H,0,No Failure
282.82274989601717,283.37175223766565,1876.004094564465,63.43838332796563,56.376114244596906,M,1,Overstrain Failure
305.69677112825264,305.9799833088662,2572.161828546989,27.233504984221415,23.091500814262222,M,1,Tool Wear Failure
281.0604524216649,281.6410678686715,2621.263355220265,74.14719843715051,208.84684354137758,L,1,Power Failure
303.43102325093855,303.7093313880246,1759.0976683722197,23.986630661346492,114.83962933091635,M,0,No Failure
317.6092096569983,318.08026124292047,1498.290035023093,52.03804835286583,246.54928397560778,M,1,Power Failure
303.01896711503514,303.2816797716873,2066.230591468052,28.52822742760746,197.85323059223106,L,0,No Failure
295.5267970482609,295.7962105202068,2642.2540221100435,20.702396643854243,238.87243516241057,L,1,Tool Wear Failure
305.73152873769413,305.9344729275406,1379.1919402101998,45.32205560765834,81.58381182553462,M,0,No Failure
298.33011561966066,298.70280209342127,2121.3398504142688,37.702442459249376,207.70767673831745,M,0,No Failure
301.8246715726374,302.38505689261103,2136.808396166537,49.16002962785618,79.21859540811563,M,0,No Failure
317.658592351061,318.23290750453754,2319.603440347506,54.63199320407305,281.7205438350875,L,0,No Failure
295.44410551203094,295.6302732863801,1236.8218332290676,22.62434433853684,190.9122844600123,M,0,No Failure
318.44762255295655,318.75849641803626,2288.4849364277597,27.38019770742474,97.35354005260263,L,0,No Failure
316.21402567824254,316.762617483974,2636.258537198154,53.51854378702552,80.8535586876818,M,0,No Failure
287.83164539157184,288.13672370074494,1323.4295959664355,40.59004119035949,57.277975521493055,L,0,No Failure
282.7744520350066,283.04685341308027,1427.5779848629797,63.75040925296688,208.39228766811834,L,1,Random Failures
284.03112005509706,284.6729471436754,2748.5111692749515,59.13749891551638,65.61468389937819,L,0,No Failure
280.728873026062,281.08345844550405,1325.7585148770816,70.73626177939441,178.59097977824672,M,0,No Failure
283.77771843023714,284.42751340992726,2537.893168065242,61.54956960015352,79.39050807760721,L,1,Tool Wear Failure
307.32027093665425,307.8145320286132,1886.1001416064628,45.79586464340889,198.59068343816057,M,1,Random Failures
282.84754593840916,283.2308776799041,1445.0159339257186,60.377997343665946,244.48191856216175,M,0,No Failure
292.75902521175044,293.3007030399333,2567.3498222905205,36.52287045532511,233.40757294339593,M,1,Other
313.7950124387782,314.1272886366131,1801.5494590047979,38.37880992669276,228.25539927923452,M,1,Tool Wear Failure
280.93087742943305,281.4186022625562,1926.6712370734424,67.3391095952476,56.31672170767562,H,1,Tool Wear Failure
312.5787393035574,313.0292632238676,1646.6200649195782,46.78517098409493,26.515484095355614,L,1,Overstrain Failure
291.274190990936,291.73686224227345,2067.3115325828694,67.90282043110115,209.68464854621567,M,1,Other
284.72659310486625,285.0168529008432,1294.342970653041,69.3453424200967,110.5041641383054,L,0,No Failure
307.86948661456603,308.4154759708564,1703.9467659731692,71.45374025967703,129.7038679210042,L,0,No Failure
305.15771387119537,305.8569665521272,2744.9421802035176,74.99811415047245,9.34472783801732,M,0,No Failure
315.0988805410821,315.2515318789656,1464.6401788620296,45.859113230797774,77.87293478251476,M,0,No Failure
309.40284175215544,309.84058391593226,2182.1259961743262,39.13200909926833,10.102921162339207,H,0,No Failure
312.13923721539396,312.53232654230965,1585.3421156044508,54.93192479564683,263.7557317803743,M,1,Random Failures
291.2813829028523,291.7082221572095,2392.2516262358813,42.270345406257654,73.01900496555915,H,0,No Failure
287.0975817511889,287.5512397843442,1235.5725892930298,56.06445000801398,167.20115087190243,L,0,No Failure
310.02459006563436,310.8430639395167,2745.6778811413806,62.33515175862948,11.693796198339124,L,0,No Failure
312.27338957069054,312.9513251989304,1816.8211744905507,61.30430110952821,200.05421739169742,L,0,No Failure
319.6202056800269,319.79297038999636,1424.890834023635,42.47317322120728,96.90820372622817,L,0,No Failure
296.50470707645707,296.66691129435685,1132.2941451940228,30.01161210192517,269.37575608729975,M,0,No Failure
294.8807234317113,295.24614686324975,1305.5642291575732,45.83176030773245,266.43545668021073,M,1,Power Failure
311.0565184296799,311.32377533954065,1935.5931074008317,28.555648644914523,97.58718550852433,L,0,No Failure
293.6321416101207,294.2734163607356,1606.6057175763153,73.4058221110285,270.2882687071404,H,0,No Failure
317.2302930241426,317.62565263419197,2491.990058588697,40.75264764427145,298.84730204963364,H,0,No Failure
314.3365100737205,314.47395691151473,1775.5975425912507,29.267584833399425,247.62469923718442,L,0,No Failure
297.1597610950007,297.2930295520878,1447.6856906577339,21.526865594345054,253.4614043265687,L,0,No Failure
310.0348427116599,310.53004764996456,2110.8609758872544,58.749343177189054,74.70262083272698,L,0,No Failure
310.1817149633873,310.98897686591107,2272.1989903938024,58.2141390472846,173.0107196573269,L,0,No Failure
284.1249547534373,284.2996423162634,1300.6754342217098,40.4362499948775,20.176774190210356,L,0,No Failure
316.1021162671827,316.30926102390356,1301.7145893189718,24.30271333085906,28.475381046500914,M,0,No Failure
300.2100948979143,300.5194300866335,1066.0085684803773,44.577733693713924,299.66778360998717,L,0,No Failure
313.0582986443097,313.3584697144825,2325.523627118153,38.67304970380361,97.99177482777328,M,0,No Failure
292.80198404122444,293.30577075156907,2194.8481497192492,60.627238384100565,224.45517361465392,H,0,No Failure
315.82092913984803,316.4718922976617,1854.335576349665,56.346754967161424,241.99951590804494,M,1,Overstrain Failure
295.5680671493665,296.25885877982313,2519.5068081445547,41.8756236918524,257.40698130216873,H,1,Tool Wear Failure
280.43350605921194,280.7748163303765,2450.2062753100954,33.0735532552994,299.28848922064697,L,0,No Failure
316.21527905677056,316.8120297057129,2053.637855914154,79.28215796933551,72.44894557706036,M,0,No Failure
283.6514670714453,284.2060667300245,2562.8883049238657,47.24009727176689,12.105248057909911,M,1,Other
292.7725455036166,293.2179995706762,1370.514178066183,61.29645414681422,123.35745539837579,L,0,No Failure
318.0024786820322,318.1204376647024,1201.45531491591,28.433178054701646,39.02420094868408,L,0,No Failure
318.0242858775022,318.4272051918932,1485.5493007305813,49.13538197956387,6.727766748616537,M,0,No Failure
302.9375155249314,302.9963190083692,1102.7563409607667,21.652203192167928,108.12804814244583,M,0,No Failure
305.27348848679196,305.5148972970607,1956.1051504018576,50.327307074627,235.12147532257092,M,0,No Failure
297.9378208791328,298.76504582549313,2685.890246130931,77.84104442706214,169.85420736752127,M,0,No Failure
291.72843086792255,291.904083667044,1070.8183732033174,43.05240277914801,93.83339676310621,M,0,No Failure
293.14658181479666,293.2458050229171,1219.7978452180482,22.339760754494694,196.30260164781592,L,1,Power Failure
306.90073824308155,307.0761501380548,1813.9582509101836,21.85734745516061,69.60545409264321,M,0,No Failure
310.0949811775072,310.52011556574024,2680.975031550229,43.27920559681217,4.314433821625507,L,0,No Failure
311.6631617490339,311.806703730535,1569.080988958151,29.601496187791643,229.3060159309282,L,1,Tool Wear Failure
311.58472571178214,311.7326737566832,1913.0226556391062,21.401125779691156,187.12292545920272,H,0,No Failure
283.64824412194764,284.110894857431,1074.8311462907059,65.37281683701062,228.690787350288,M,0,No Failure
299.77681218810324,300.02166482006857,1267.01776173176,47.51138053291344,11.681405006299684,M,0,No Failure
282.3023504006658,282.7396771433158,2775.934221325924,37.35468631835927,251.13588834919565,M,1,Random Failures
301.98115529294944,302.95469545739525,2737.213653584882,74.00499098098885,185.857860010891,M,0,No Failure
297.6612200549351,297.8413939032647,1008.8919656819373,26.968337612031537,169.01860521379203,L,1,Tool Wear Failure
315.508167310332,316.20303669225495,2713.26121376183,77.35512973731915,187.38421443435948,L,1,Overstrain Failure
294.03660050208316,294.47703868295287,2150.4158880679006,38.83800304264117,259.32997406050924,L,0,No Failure
284.68268065710424,285.7022835694195,2562.25293013604,73.30422033852088,176.08095196767212,M,1,Power Failure
285.71966728211345,286.224680775658,1818.5317401409463,56.17657258876769,174.2851139664538,M,0,No Failure
310.4604252686989,310.8130430197194,1928.0728514426505,69.60244158448924,297.20374711972977,M,1,Tool Wear Failure
304.72872253265047,305.50940215128986,1879.9238444624564,79.04078979262786,227.0190501205704,M,0,No Failure
284.0449070449116,284.2516144789034,2200.3556635829877,37.30432626912474,132.68814163534057,H,0,No Failure
283.3642722445999,283.8398794489142,1251.3722585613632,77.66812912445558,212.2191000098783,L,0,No Failure
308.0387652583648,308.29171050426373,1053.9524617708203,43.36891369414522,116.76914150753655,L,0,No Failure
282.91052025456776,283.1232936841679,1554.2738948641436,43.130714284215344,68.66263874504969,M,0,No Failure
312.8744023716142,313.4236113445927,2268.425372925964,40.42322625527034,179.05556306632784,M,0,No Failure
308.2496890862599,308.41910388561314,1363.336213821307,52.48445644085511,278.45462943418545,H,0,No Failure
283.253951225676,283.6421172556348,2212.178379984851,29.248702590709225,278.7418560046388,L,0,No Failure
283.3935085634077,284.02004214803117,2745.8416829930866,53.22268912148067,102.5715834316471,H,0,No Failure
319.465583140047,319.6622031749662,1169.0212884209532,52.50228874460024,158.3032398665085,H,0,No Failure
294.97083183024483,295.3818627511964,2210.6838128052273,65.7141087562922,63.49076957095836,L,0,No Failure
294.82568588267566,295.6428253537762,1798.750394748228,70.01899771625514,298.68933284966505,M,1,Tool Wear Failure
312.5119826903001,312.81614763301855,2562.6560578795097,46.42648101874544,294.33537236038075,M,1,Other
317.88994309535434,318.04693226494686,1318.8696210052947,38.13999496108963,194.8526789122342,H,0,No Failure
319.44004255291486,319.74243433816997,2246.7267140070962,35.56009383902567,241.32421790324202,L,1,Tool Wear Failure
310.13512741035765,310.5325419236899,2508.607521366598,31.677430202292314,214.53004838511,M,1,Tool Wear Failure
295.05038342123663,295.3458479312098,2700.3055950532416,23.45885493194149,177.94746571184047,M,0,No Failure
283.34002866794674,283.5925576916138,2229.8464509213627,40.546878730082796,16.00439909666931,M,0,No Failure
311.0858766370975,311.3278156889128,1894.9145752151692,36.21486152784699,136.42930276579833,M,0,No Failure
302.3361699894322,302.87939712669186,2112.125032362185,77.98504315198444,202.43589065022317,M,0,No Failure
296.96888036987906,297.4055414399914,2564.028972061693,53.462529575002634,203.2594841651054,H,1,Overstrain Failure
316.2541754037894,316.5908913024495,2027.0975439498934,40.83662234183045,111.93678552671507,H,0,No Failure
284.44789929224606,284.75872737676184,1054.6967074543063,54.82805605962176,282.50759599740917,H,1,Tool Wear Failure
299.70500417163436,299.94798092550366,2675.7076519125603,28.35180208074173,50.2071096710343,L,0,No Failure
280.45414579069677,280.85859477141275,2241.14815185681,46.642624952132174,150.10783386466818,M,0,No Failure
298.746425679765,299.25426205036354,2217.7240943990437,57.57405928526383,207.26519296524683,L,0,No Failure
282.2521310272735,282.703544637754,1388.2152743158908,49.33386990754708,209.14074176754278,M,0,No Failure
284.7527166507229,285.3788533409677,2185.993846418783,44.10672803925945,194.59168703064466,M,0,No Failure
284.7010498710842,285.49091656245537,1708.9559301774852,79.63090333398189,82.58646403555805,M,0,No Failure
305.9684120846425,306.4921378202321,2172.2193586746857,72.81888572893561,46.86197060598659,M,0,No Failure
309.84179517061693,310.01529604517333,1191.8674545543834,57.40435748956641,190.78209804801327,H,1,Overstrain Failure
303.3347506038864,303.76617005214416,2184.121548285465,54.162641670936964,179.79063484183132,L,0,No Failure
318.48690193898165,319.035333104604,2798.9447063872,57.23962878947504,53.80680308677229,M,1,Random Failures
294.9948231809482,295.1513819334303,1086.7816699490008,32.078726469345995,211.541743671169,M,0,No Failure
291.4284834512744,292.1163307179379,2758.9135315983713,43.70826459585912,136.55159752009692,L,0,No Failure
314.7439651275784,314.97894498777146,1732.434329301167,22.36757197345396,200.32817748094587,L,0,No Failure
288.9438335407781,289.69191952318596,2567.3562106070667,48.5327622492096,251.21012393104522,H,0,No Failure
318.5289015776244,319.014893228028,2408.2938713048925,52.58147503745979,50.91852857307695,H,0,No Failure
280.48617898759267,280.8467190146107,2020.629269776002,33.664984166192575,5.743460399051004,H,0,No Failure
318.7951530683056,319.4530756809096,2329.208576652388,77.84173082993082,233.73077591873604,H,0,No Failure
281.72639647802305,282.20838110861825,2581.3280103424263,74.56727665623453,182.90922754578477,L,1,Random Failures
315.64572454792284,316.2325451170431,1727.4525789718593,63.32859412735435,209.89187088663653,M,1,Overstrain Failure
301.108044363452,301.296078287737,1588.6596908138297,52.00319772592175,251.44649249659275,M,1,Overstrain Failure
319.718591844772,320.3637720092219,2201.6680940144524,72.19814957886109,240.84328044735014,M,0,No Failure
282.95186258941595,283.2048257355918,2454.1226954942654,27.839140629407773,288.2760440786474,M,0,No Failure
302.15417137605283,303.00633345377025,2372.1132425979085,67.4305876564931,160.78052365563548,M,0,No Failure
318.77210142476395,319.1506499468875,2436.064567945542,27.489248838010898,146.5486897979716,M,0,No Failure
300.923913766806,301.3571760733657,1784.0499666632795,67.65263975296432,120.56615996721902,M,0,No Failure
305.1759455254105,305.7049619318312,2472.101589115039,36.546054095081416,46.10731285326136,L,0,No Failure
307.82994755938466,308.14304797752294,1216.3762996670953,72.62543486109134,171.78216986460671,M,0,No Failure
298.1816425907109,298.8227717753291,1980.0803763295291,76.64252562952387,83.10375729779363,M,0,No Failure
305.1023232033625,305.26242508150665,1010.3655888966189,28.927758164306937,276.39225366389263,M,0,No Failure
303.372572476924,303.7755283848123,1584.2544938204865,47.760536303923615,174.95724128312926,L,0,No Failure
316.0463204196395,316.91535014442667,1659.6307627685162,78.8592426897611,177.85205415243306,M,0,No Failure
281.81785521365833,282.0896288873557,1713.1108448966597,49.004446158388795,106.47739826310301,L,1,Power Failure
291.23852758368923,292.0776335334502,2251.840972041752,71.8128513508727,15.596805593312247,M,0,No Failure
318.0164593630624,318.4822170075978,1699.4045822866224,55.32389132787919,9.523129611896586,M,0,No Failure
315.61055135563663,316.0961123420968,1807.648520720555,42.51979447517611,127.00054324595925,M,0,No Failure
298.2262701114285,298.38165890325797,1427.5794355737894,37.147013331552216,25.369613429171356,L,0,No Failure
304.80530391206145,305.10608538976817,1671.8532249328123,32.193385465165235,182.05408666204173,M,0,No Failure
291.0952473192453,291.536804829528,1409.0853290736727,65.70789148266184,264.29190169189724,M,0,No Failure
287.52484638895044,287.6939004356579,1131.7526627831985,43.19243040938167,264.87444495561664,M,0,No Failure
298.54793619759926,299.00784229126174,2086.2074680864803,50.67652773204507,197.71362303966973,M,1,Other
294.1340891210421,294.5402754269178,2202.783037399029,49.53952880007091,63.3695494418793,M,0,No Failure
303.3462444740349,303.90306044225724,2115.0826228173064,54.63674175398788,258.8990494076616,M,0,No Failure
283.1093854785994,283.92758694321606,1834.2892788410302,71.93462873747313,265.82803059396247,L,1,Tool Wear Failure
318.97579230664667,319.60946769733715,1683.6144043226136,78.84436061500577,58.99607548588761,L,0,No Failure
319.4484297791841,320.0220626344502,2554.0005692292852,44.45505251442901,221.22782573120318,M,0,No Failure
307.92646856078983,308.5392157357978,1934.3472132451925,69.65113532637818,85.95586467813689,M,0,No Failure
301.4438546537648,301.74573534543663,1862.5273797335158,65.87166767928306,240.7920937058789,M,0,No Failure
292.3811046514531,292.56733955097127,1046.1557184515843,54.411737087334394,299.1713699710808,L,0,No Failure
312.55180078827794,313.1048534597607,1614.2460897270814,77.36282861671599,9.007801598817844,L,0,No Failure
307.38924690215515,307.5843805776221,1684.3521138145427,32.02847093170416,269.20975973727957,M,0,No Failure
286.5046775737957,286.64352541054967,1717.881005614421,26.555852618577283,186.78916007959742,L,0,No Failure
316.4370873797537,317.08991716634677,2044.3102646091982,71.23771801732534,292.01478574944633,M,0,No Failure
312.9014897169268,313.23526573630085,1960.4845841083811,46.34898899802489,139.50285525792827,L,1,Random Failures
317.99199653167693,318.493936204354,2094.2291670282,70.81813125242363,254.21637917141211,M,0,No Failure
309.0287803355344,309.7814509512408,2376.789870775831,73.5854123117249,18.71822057948317,H,1,Tool Wear Failure
304.5366078374316,304.7019936191705,2463.374329688968,23.747455617144286,100.58371502348872,L,0,No Failure
296.72972145162475,297.79657545801473,2292.62153720769,73.00788577916364,20.104961325362993,M,1,Other
317.30913933416053,318.08801502956373,2719.9426527188825,46.89914332216533,292.60294004372116,L,0,No Failure
314.64255558001634,314.92444562605874,1032.818648817451,50.62594934025393,245.092172181551,M,1,Overstrain Failure
281.80874680424756,282.01954749862654,1352.400374230383,57.59555066559261,255.76422637379116,M,0,No Failure
281.05467897989007,281.49105110329,1013.6131749606558,75.58295640380521,281.38956943016825,M,1,Overstrain Failure
295.05853467512196,295.3259231457471,2165.4544854782853,21.146965665785842,25.531045835935608,M,0,No Failure
312.42213323127334,313.1419714982043,2616.4549881099765,48.610608099069026,115.67927775400001,H,1,Tool Wear Failure
319.49104517259775,319.73255601254203,1438.2681338373386,61.26332254583364,21.310466713200636,L,1,Overstrain Failure
286.0166756441411,286.88018769369063,2668.662180633352,63.362417461893706,63.23793046500859,L,0,No Failure
303.7652286140854,304.17165668644805,1108.4813025212095,61.55194589222648,68.80973311130171,H,0,No Failure
295.23563426524083,295.5976676970908,2681.9848482499256,28.066107764487313,140.7321633142736,M,0,No Failure
318.7965759125841,319.11384299921895,1632.920837031342,37.963735302300876,80.56865023609278,H,0,No Failure
313.68475692542836,313.89484069818553,1182.5574912085897,41.52293152502081,30.293432045328327,M,0,No Failure
313.5331481884455,314.1208421337052,1874.569166535386,68.2662324607703,50.24732672823231,H,0,No Failure
298.74772639179884,298.87583389470024,1462.1978218969143,36.72559234487318,44.18266906562728,M,1,Overstrain Failure
296.59278009350663,296.84386209596437,1512.7712235314611,32.64229783203219,291.9230393736895,M,0,No Failure
290.9362828772282,291.2485108157651,1553.121936867316,77.44688114228578,227.78775207554207,H,0,No Failure
282.25501986603706,282.46460260994917,2445.446616098794,20.531797106808135,290.3284395808686,M,0,No Failure
314.58889505020215,315.1458116373975,1970.490298015458,79.8692513409187,131.92214595237257,L,1,Overstrain Failure
312.5160403652031,312.957415941918,1560.3538584808066,60.609277931443735,83.51054449879697,L,0,No Failure
319.9887069314452,320.4023775578353,2098.600809959653,69.70815796694703,239.487959162756,L,1,Tool Wear Failure
319.8654734829562,320.32428657441307,2289.0712136017482,37.67716378077159,97.87617541234404,L,1,Other
302.2172682241051,302.39703704870135,1490.7232013203607,20.8589166600236,89.81501211160449,M,0,No Failure
310.7594966072204,311.09151625513937,1744.3883827456327,64.2721711136918,69.75179766234936,M,0,No Failure
317.79062919529713,318.02106943047903,1219.3949680065057,70.04867582004054,38.90369346727061,M,0,No Failure
313.98589562709645,314.23210421072537,1326.0688291624247,64.42856791721115,76.93891830502979,M,0,No Failure
289.8939240697279,290.2849264337773,2226.012137136969,28.571017238050317,106.59592454216632,M,0,No Failure
298.02176541240374,298.4188169142462,1326.5890258521285,65.20567533541814,202.19826244371913,L,0,No Failure
285.16637660605977,285.7219157843794,1945.2940906007084,66.13536692645846,18.769452665835473,L,0,No Failure
318.1620410903489,318.5289585974679,2276.283271100379,59.512430940203295,63.152081899602884,L,0,No Failure
304.2469853780352,304.65065185419184,1192.378461570539,65.96695596773517,242.70709208750293,M,1,Random Failures
289.14571222013853,290.01908160895164,2021.1619953320264,70.75528638066393,44.076577075131226,L,1,Tool Wear Failure
306.8680273762343,307.36049218544724,1461.8130106624549,56.8162468542475,102.79354395675647,L,0,No Failure
304.7251296183158,305.0729809643948,2733.2683754276436,25.316282838180744,259.397676557442,M,1,Random Failures
294.32650872131364,294.5631194828569,1870.3821640958645,49.25766858003265,46.477593343032794,H,0,No Failure
284.54230368798517,284.7075247115178,2450.7865895952846,24.658960080296303,24.821050685456967,L,0,No Failure
306.86292782371197,307.07990184407345,1990.4077758812712,44.45258186194585,145.36139852400325,M,0,No Failure
300.81230803615176,300.97428002364535,1078.1425591386744,44.42638934753766,90.72585338356092,M,0,No Failure
310.8927356694256,311.0382221664817,2139.6724760692405,23.960590648414495,169.02250934515624,M,0,No Failure
